Timestamp,ArrivalTime,TotalTime(ms),WaitTime(ms),DecodeTime(ms),InferTime(ms),ServerComputeTime(ms),TotalServer(ms),Total
1758747103.6375856,1758747103.8561516,289.5042896270752,0.2155303955078125,0.1761913299560547,60.628652572631836,60.80484390258789,61.33580207824707,89.85328674316406
1758747103.940216,1758747103.9926543,130.38277626037598,0.1933574676513672,0.17595291137695312,62.78491020202637,62.96086311340332,63.47084045410156,100.41117668151855
1758747104.074236,1758747104.1832685,177.38008499145508,0.232696533203125,0.18930435180664062,62.48307228088379,62.67237663269043,63.277482986450195,127.26044654846191
1758747104.2632124,1758747104.3648815,171.68927192687988,0.21219253540039062,0.2193450927734375,62.5307559967041,62.75010108947754,63.29941749572754,127.13623046875
1758747104.4472024,1758747104.5133336,136.4145278930664,0.1976490020751953,0.21696090698242188,62.80183792114258,63.018798828125,63.54689598083496,107.10930824279785
1758747104.5932062,1758747104.7043447,172.44410514831543,0.23984909057617188,0.22721290588378906,53.46536636352539,53.69257926940918,54.30006980895996,117.55776405334473
1758747104.7752066,1758747104.8663642,199.0334987640381,0.1461505889892578,0.16880035400390625,37.46676445007324,37.63556480407715,37.9185676574707,82.63516426086426
1758747104.9776099,1758747105.0959358,177.02198028564453,0.22268295288085938,0.23126602172851562,54.43143844604492,54.66270446777344,55.15789985656738,119.25721168518066
1758747105.1702433,1758747105.2760377,140.3524875640869,0.21719932556152344,0.17976760864257812,28.915882110595703,29.09564971923828,29.637575149536133,90.97599983215332
1758747105.3222253,1758747105.4227903,173.36368560791016,0.2181529998779297,0.2346038818359375,62.570810317993164,62.8054141998291,63.39120864868164,127.09426879882812
1758747105.495817,1758747105.5530407,181.96630477905273,0.03886222839355469,0.22101402282714844,53.27606201171875,53.4970760345459,53.99131774902344,119.16828155517578
1758747105.6793544,1758747105.7351134,137.95113563537598,0.0324249267578125,0.4143714904785156,37.06932067871094,37.48369216918945,37.92524337768555,77.68559455871582
1758747105.8174744,1758747105.8764303,192.38758087158203,0.031948089599609375,0.7736682891845703,60.91499328613281,61.68866157531738,62.19005584716797,126.96647644042969
1758747106.011371,1758747106.0673454,182.93142318725586,0.031948089599609375,0.17952919006347656,59.24654006958008,59.426069259643555,59.888601303100586,125.1974105834961
1758747106.1982453,1758747106.2370903,145.04432678222656,0.0324249267578125,0.7801055908203125,32.523155212402344,33.303260803222656,33.74028205871582,98.88434410095215
1758747106.3434942,1758747106.4005942,182.33060836791992,0.03314018249511719,0.7967948913574219,61.26666069030762,62.06345558166504,62.590837478637695,125.20432472229004
1758747106.5272756,1758747106.6514041,177.34098434448242,0.19598007202148438,0.2281665802001953,48.46668243408203,48.69484901428223,49.17001724243164,112.7173900604248
1758747106.7172084,1758747106.7873344,142.39907264709473,0.2028942108154297,0.2353191375732422,62.80159950256348,63.03691864013672,63.582420349121094,118.06583404541016
1758747106.8598216,1758747106.9166052,188.49515914916992,0.03170967102050781,0.18358230590820312,61.22279167175293,61.40637397766113,61.86318397521973,127.1066665649414
1758747107.051391,1758747107.1068766,180.52935600280762,0.03361701965332031,0.1919269561767578,59.25607681274414,59.4480037689209,59.91315841674805,125.2756118774414
1758747107.2332802,1758747107.2962575,147.76253700256348,0.03457069396972656,0.19431114196777344,30.90047836303711,31.094789505004883,31.572580337524414,85.39342880249023
1758747107.386351,1758747107.4444366,182.9855442047119,0.032901763916015625,0.18405914306640625,61.45143508911133,61.635494232177734,62.085628509521484,121.91438674926758
1758747107.5732388,1758747107.62942,151.0617733001709,0.030994415283203125,0.17881393432617188,60.060739517211914,60.239553451538086,60.730934143066406,91.95065498352051
1758747107.728239,1758747107.7703853,172.04904556274414,0.03218650817871094,0.19311904907226562,60.79697608947754,60.990095138549805,61.431169509887695,126.79243087768555
1758747107.9004529,1758747107.9606452,185.41240692138672,0.03147125244140625,0.7832050323486328,61.00273132324219,61.78593635559082,62.26539611816406,118.95489692687988
1758747108.0951846,1758747108.2062047,147.44853973388672,0.23889541625976562,0.2295970916748047,30.156373977661133,30.385971069335938,30.983686447143555,95.6580638885498
1758747108.254209,1758747108.359933,174.40128326416016,0.23818016052246094,0.19073486328125,62.389373779296875,62.580108642578125,63.17901611328125,124.33290481567383
1758747108.440207,1758747108.5357997,130.45835494995117,0.2155303955078125,0.18548965454101562,28.847455978393555,29.03294563293457,29.585838317871094,86.94267272949219
1758747108.5832121,1758747108.6876338,172.66273498535156,0.22673606872558594,0.2353191375732422,62.347412109375,62.58273124694824,63.15875053405762,127.41827964782715
1758747108.7682073,1758747108.8690522,171.4153289794922,0.23746490478515625,0.19788742065429688,62.38722801208496,62.58511543273926,63.175201416015625,117.02156066894531
1758747108.949193,1758747109.014804,134.41872596740723,0.18978118896484375,0.22602081298828125,63.35258483886719,63.57860565185547,64.08429145812988,97.38039970397949
1758747109.095202,1758747109.207048,176.65600776672363,0.23508071899414062,0.23651123046875,58.571815490722656,58.808326721191406,59.4477653503418,123.75664710998535
1758747109.2832038,1758747109.393808,157.41348266601562,0.20122528076171875,0.18358230590820312,41.55397415161133,41.73755645751953,42.268991470336914,106.36496543884277
1758747109.452196,1758747109.5386553,152.9674530029297,0.21219253540039062,0.1773834228515625,63.13443183898926,63.31181526184082,63.887834548950195,127.89058685302734
1758747109.6201997,1758747109.7206435,173.59161376953125,0.20360946655273438,0.22792816162109375,64.53514099121094,64.76306915283203,65.32049179077148,120.17655372619629
1758747109.80221,1758747109.8882823,134.40275192260742,0.19550323486328125,0.2124309539794922,42.54937171936035,42.761802673339844,43.277740478515625,82.60464668273926
