model_name,dataset_name,device,model_load_duration_sec,gpu_load_memory_mb,avg_cpu_memory_usage_mb,avg_cpu_usage_percent,avg_gpu_usage_percent,avg_gpu_memory_usage_mb,total_prompt_tokens,total_generated_tokens,ttft_ms,avg_latency_ms,throughput_tps,accuracy,total_time,num_samples,gpu_name
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,3.1226232999470085,8302.029824,0.0,0,97.04,0.0,3300,100,0,505.08610486984253,1.9798604443052212,0.75,50.61734225298278,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,3.1226232999470085,8302.029824,0.0,0,96.55,0.0,1148,105,0,443.87766122817993,2.3655166540589585,0.64,44.71487720194273,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,3.1226232999470085,8302.029824,0.0,0,97.11,0.0,2700,200,0,503.40436697006226,3.9729492456288944,0.89,50.45104626799002,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,3.1226232999470085,8302.029824,0.0,0,96.89,0.02,3600,129,0,478.7841248512268,2.6943249223245305,0.59,48.085307378089055,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,3.1226232999470085,8302.029824,0.0,0,97.28571428571429,44.57142857142857,273,12,0,528.9127145494733,3.2411505095806574,0.0,3.7133456661831588,7,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,3.1226232999470085,8302.029824,0.0,0,96.86,0.0,2500,109,0,488.4399080276489,2.231594884213062,0.61,49.15834364318289,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,3.1226232999470085,8302.029824,-0.04096,0,96.75,0.0,2500,104,0,463.22275400161743,2.2451401426544964,0.33,46.60467328992672,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,5.9624739300925285,32183.846912,31.830016,0,99.94,42.02,3900,100,0,1718.3858513832092,0.5819414767614929,0.12,172.8502465300262,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,5.9624739300925285,32183.846912,0.479232,0,100.0,1.12,3600,174,0,1103.3800554275513,1.5769724959599378,0.29,111.00667449110188,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,5.9624739300925285,32183.846912,-0.090112,0,100.0,0.0,3300,100,0,532.9271912574768,1.8764289313901101,0.65,53.3999993391335,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,5.9624739300925285,32183.846912,2.510848,0,100.0,0.0,1148,133,0,1048.6641383171082,1.2682802352089377,0.55,105.20275359088555,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,5.9624739300925285,32183.846912,1.499136,0,100.0,0.0,2700,298,0,583.4164452552795,5.107843675363097,0.0,58.45940562104806,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,5.9624739300925285,32183.846912,-0.344064,0,100.0,0.0,3600,187,0,928.4630751609802,2.014081173530539,0.04,93.05725926486775,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,5.9624739300925285,32183.846912,0.008192,0,100.0,0.0,273,12,0,529.2152677263532,3.239297538883813,0.0,3.715345445089042,7,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,5.9624739300925285,32183.846912,0.720896,0,100.0,0.0,2500,110,0,1051.635241508484,1.0459900510961775,0.6,105.48148480406962,100,NVIDIA RTX A6000
allenai/Molmo-7B-D-0924,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,5.9624739300925285,32183.846912,-0.098304,0,100.0,0.0,2500,109,0,848.0557870864868,1.2852928033717186,0.33,85.0724744789768,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,6.333421107148752,21353.603584,115.191808,0,97.68,0.34,3900,1312,0,525.8316493034363,24.95095154006026,0.0,53.68417906295508,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,6.333421107148752,21353.603584,1.560576,0,86.82,0.0,3600,482,0,234.67541456222534,20.539007074905808,0.0,24.2075864051003,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,6.333421107148752,21353.603584,0.0,0,87.17,0.0,3300,100,0,64.85081911087036,15.420005694768149,0.04,6.6453119840007275,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,6.333421107148752,21353.603584,0.98304,0,85.17,0.0,1148,210,0,119.33521747589111,17.597487518085394,0.32,12.254049058072269,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,6.333421107148752,21353.603584,0.0,0,95.36,0.0,2700,581,0,235.43416500091553,24.67781173551174,0.0,23.654109277995303,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,6.333421107148752,21353.603584,0.0,0,93.94,0.0,3600,510,0,225.08610725402832,22.657995476567674,0.0,22.71998506016098,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,6.333421107148752,21353.603584,0.0,0,94.57142857142857,0.2857142857142857,273,42,0,250.1305171421596,23.987476892273605,0.0,1.761213180841878,7,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,6.333421107148752,21353.603584,0.196608,0,82.47,0.0,2500,108,0,74.37116861343384,14.52175648353221,0.22,7.757351794047281,100,NVIDIA RTX A6000
meta-llama/Llama-3.2-11B-Vision-Instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,6.333421107148752,21353.603584,0.22528,0,96.97,0.0,2500,1054,0,390.75934171676636,26.97312354374805,0.0,39.356755384011194,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,3.046099483035505,16333.386752,77.66016,0,86.44,6.92,3900,101,0,386.8791937828064,2.6106340589796955,0.28,39.803777110995725,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,3.046099483035505,16333.386752,133.890048,0,91.24,3.28,3600,146,0,231.68096542358398,6.3017693202834835,0.42,23.823473187163472,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,3.046099483035505,16333.386752,0.0,0,90.44,0.0,3300,100,0,80.16093254089355,12.47490477346751,0.87,8.116261603077874,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,3.046099483035505,16333.386752,0.0,0,84.87,0.0,1148,108,0,149.6165418624878,7.218453164040013,0.78,15.28399350703694,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,3.046099483035505,16333.386752,0.0,0,91.97,0.0,2700,194,0,104.33924198150635,18.593196223754973,0.94,10.542592806043103,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,3.046099483035505,16333.386752,0.0,0,87.99,0.0,3600,122,0,109.07614231109619,11.184847338297285,0.66,11.11319433990866,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,3.046099483035505,16333.386752,0.0,0,92.42857142857143,0.0,273,12,0,122.16673578534808,14.03234442882868,0.0,0.8653912560548633,7,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,3.046099483035505,16333.386752,4.718592,0,86.66,0.0,2500,115,0,157.33563423156738,7.309215141354591,0.65,16.05992575408891,100,NVIDIA RTX A6000
openbmb/MiniCPM-V-2_6,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,3.046099483035505,16333.386752,0.0,0,89.56,0.02,2500,239,0,172.7335023880005,13.836343077392666,0.27,17.53280117805116,100,NVIDIA RTX A6000
