model_name,dataset_name,device,model_load_duration_sec,gpu_load_memory_mb,avg_cpu_memory_usage_mb,avg_cpu_usage_percent,avg_gpu_usage_percent,avg_gpu_memory_usage_mb,total_prompt_tokens,total_generated_tokens,ttft_ms,avg_latency_ms,throughput_tps,accuracy,total_time,num_samples,gpu_name
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,1.645274009089917,3870.977024,520.814592,0,68.53,8.0,3900,100,0,191.39808893203735,5.224712564162985,0.15,20.25217050500214,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,1.645274009089917,3870.977024,223.936512,0,78.88,3.4,3600,186,0,152.46829509735107,12.199257549331087,0.37,15.91052853083238,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,1.645274009089917,3870.977024,0.0,0,92.54,0.0,3300,100,0,79.97343301773071,12.504152469962024,0.78,8.10424233903177,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,1.645274009089917,3870.977024,0.0,0,87.55,0.0,1148,109,0,153.28851699829102,7.110773992367297,0.7,15.649952374165878,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,1.645274009089917,3870.977024,0.0,0,93.14,0.0,2700,206,0,92.17350721359253,22.349155004229008,0.83,9.323274911846966,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,1.645274009089917,3870.977024,0.0,0,89.35,0.0,3600,122,0,157.09643840789795,7.76593035694605,0.22,15.913066670065746,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,1.645274009089917,3870.977024,0.196608,0,89.57142857142857,0.0,273,10,0,96.4766229901995,14.807436084454872,0.0,0.6853456890676171,7,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,1.645274009089917,3870.977024,0.0,0,87.94,0.0,2500,109,0,149.45773124694824,7.293031888721759,0.6,15.258340616943315,100,NVIDIA RTX A6000
vikhyatk/moondream2,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,1.645274009089917,3870.977024,0.0,0,87.78,0.0,2500,110,0,118.5466456413269,9.279047872245537,0.4,12.120268813101575,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,2.8391532169189304,14136.548864,134.086656,0,79.46,6.56,3900,100,0,216.19662761688232,4.625419050347444,0.64,22.69608172494918,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,2.8391532169189304,14136.548864,167.1168,0,87.19,0.0,3600,108,0,190.36338329315186,5.67335997772662,0.31,19.701349182985723,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,2.8391532169189304,14136.548864,4.9152,0,95.91,0.0,3300,100,0,172.0434021949768,5.812486775091206,0.87,17.31210027495399,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,2.8391532169189304,14136.548864,1.376256,0,91.97,0.0,1148,104,0,163.85703563690186,6.346996306613178,0.66,16.7116280880291,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,2.8391532169189304,14136.548864,0.0,0,95.8,0.0,2700,198,0,173.32232475280762,11.423802460669028,0.99,17.447290303884074,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,2.8391532169189304,14136.548864,0.0,0,94.55,0.0,3600,127,0,189.4520926475525,6.703541683029316,0.72,19.156177790137008,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,2.8391532169189304,14136.548864,0.0,0,95.0,0.0,273,12,0,216.18734087262834,7.929630418534656,0.0,1.5238186691422015,7,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,2.8391532169189304,14136.548864,0.0,0,92.94,0.0,2500,113,0,176.98025465011597,6.3848930618501605,0.65,18.009991727070883,100,NVIDIA RTX A6000
llava-hf/llava-1.5-7b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,2.8391532169189304,14136.548864,0.0,0,93.02,0.0,2500,101,0,164.2417550086975,6.149471551533987,0.22,16.690194650087506,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,49.44701849995181,26840.876544,102.039552,0,92.69,10.06,3900,100,0,352.59210109710693,2.8361384072089333,0.28,36.34536520391703,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,49.44701849995181,26840.876544,96.055296,0,94.87,0.0,3600,109,0,315.94956159591675,3.449917747928557,0.36,32.3330935491249,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/ocr,cuda:1,49.44701849995181,26840.876544,0.0,0,97.94,0.0,3300,100,0,305.7184386253357,3.2709836033982915,0.79,30.6846292889677,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/vqa,cuda:1,49.44701849995181,26840.876544,0.0,0,95.49,0.0,1148,104,0,283.10059547424316,3.673605837027003,0.64,28.642005541129038,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/traffic_classification,cuda:1,49.44701849995181,26840.876544,0.0,0,98.07,0.0,2700,200,0,307.72202491760254,6.499372284241051,0.99,30.88529676781036,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/gesture_recognition,cuda:1,49.44701849995181,26840.876544,0.0,0,97.05,0.0,3600,127,0,311.97715520858765,4.070810887261534,0.73,31.412064974894747,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/activity_recognition,cuda:1,49.44701849995181,26840.876544,0.0,0,98.57142857142857,0.0,273,12,0,363.34596361432756,4.718053552138362,0.0,2.554579216055572,7,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/object_detection,cuda:1,49.44701849995181,26840.876544,0.0,0,96.81,0.0,2500,114,0,310.7845187187195,3.6681363817603003,0.62,31.39663133583963,100,NVIDIA RTX A6000
llava-hf/llava-1.5-13b-hf,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/image_classification,cuda:1,49.44701849995181,26840.876544,0.221184,0,96.57,0.0,2500,105,0,293.1713318824768,3.5815234499835475,0.26,29.592125474009663,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/crowd_counting,cuda:1,3.1226232999470085,8302.029824,82.599936,0,96.54,6.36,3900,100,0,604.3724393844604,1.654608871672701,0.21,61.54343993286602,100,NVIDIA RTX A6000
microsoft/Phi-3.5-vision-instruct,/home/pragya/Desktop/FMaaS/FMaaS-motivation/vqa/updated/dataset/scene_classification,cuda:1,3.1226232999470085,8302.029824,-41.92256,0,96.63,0.0,3600,109,0,455.1300311088562,2.3949199690127636,0.28,46.24391390103847,100,NVIDIA RTX A6000
