samples_per_class,accuracy
1,0.08703703703703704
5,0.14925925925925926
10,0.277037037037037
50,0.3751851851851852
100,0.4318518518518519
1,0.30518518518518517
5,0.42592592592592593
10,0.6262962962962964
50,0.8155555555555556
100,0.8548148148148148
