run,description,batch_size,rep,task_sequence,tasks_in_batch,backbone_latency_ms,total_latency_ms,per_request_latency_ms,mean_decoder_latency_ms,sum_decoder_latency_ms,mean_swap_latency_ms,gpu_peak_mb
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,26,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.338222,16.152448,1.009528,0.7952391875,12.723827,0.0001529375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,27,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.197207,15.916965,0.9948103125,0.789338625,12.629418,0.0001446875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,28,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.216174,16.162037,1.0101273125,0.8032905625,12.852649,0.0001609375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,29,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.186126,16.12941,1.008088125,0.8032125,12.8514,0.00015525,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,30,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.194337,16.170585,1.0106615625,0.8053756875,12.886011,0.000152375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,31,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.210351,16.474749,1.0296718125,0.823104,13.169664,0.000176875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,32,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.854085,16.485901,1.0303688125,0.78204775,12.512764,0.0001920625,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,33,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.705882,16.424759,1.0265474375,0.7878039375,12.604863,0.000203875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,34,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.447407,16.253556,1.01584725,0.794101625,12.705626,0.000169125,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,35,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.309646,16.213067,1.0133166875,0.8006769375,12.810831,0.0001671875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,36,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.36455,16.265805,1.0166128125,0.8002243125,12.803589,0.000164375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,37,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.487451,16.226319,1.0141449375,0.79010775,12.641724,0.0001651875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,38,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.351119,16.243069,1.0151918125,0.799656875,12.79451,0.000167625,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,39,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.306684,16.320574,1.020035875,0.8073088125,12.916941,0.000163375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,40,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.370063,16.428604,1.02678775,0.8101476875,12.962363,0.000207875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,41,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.28633,16.265408,1.016588,0.80521975,12.883516,0.00017875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,42,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.314767,16.202556,1.01265975,0.7994224375,12.790759,0.000181625,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,43,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.36408,16.354816,1.022176,0.8057158125,12.891453,0.000171375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,44,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.300965,16.245914,1.015369625,0.803082125,12.849314,0.000191875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,45,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.277287,16.221161,1.0138225625,0.803191375,12.851062,0.000174,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,46,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.435554,16.189557,1.0118473125,0.791190125,12.659042,0.0001619375,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,47,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.49215,16.134925,1.0084328125,0.784147125,12.546354,0.000161125,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,48,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.527813,16.410931,1.0256831875,0.7985625625,12.777001,0.000167875,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",16,49,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.483998,16.377358,1.023584875,0.799258875,12.788142,0.00017,447.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,0,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.221334,30.611695,0.95661546875,0.85252871875,27.280919,0.00014684375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,1,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.294445,30.629006,0.9571564375,0.85072175,27.223096,0.00013925,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,2,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.455591,30.387197,0.94959990625,0.83780009375,26.809603,0.00015184375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,3,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.391367,30.714706,0.9598345625,0.85042328125,27.213545,0.0001519375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,4,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.459921,30.373099,0.94915934375,0.83767075,26.805464,0.000128,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,5,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.38102,30.537466,0.9542958125,0.8451250625,27.044002,0.00013296875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,6,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.363531,30.521155,0.95378609375,0.84518328125,27.045865,0.00014284375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,7,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.422983,30.667671,0.95836471875,0.847846375,27.131084,0.0001473125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,8,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.503901,30.462619,0.95195684375,0.83902684375,26.848859,0.000133375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,9,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.34884,30.657141,0.95803565625,0.849820625,27.19426,0.000132125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,10,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.405068,30.42805,0.9508765625,0.84112296875,26.915935,0.00013578125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,11,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.309996,30.574541,0.95545440625,0.8485505,27.153616,0.0001508125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,12,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.513333,30.560284,0.955008875,0.84173475,26.935512,0.00014046875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,13,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.35284,30.314447,0.94732646875,0.83461321875,26.707623,0.00014528125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,14,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.26063,30.614524,0.956703875,0.851336625,27.242772,0.00014259375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,15,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.260896,30.426249,0.95082028125,0.8454789375,27.055326,0.0001375625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,16,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.357925,30.649155,0.95778609375,0.84941940625,27.181421,0.000142,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,17,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.331423,30.352233,0.94850728125,0.8409389375,26.910046,0.00014503125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,18,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.259409,30.592073,0.95600228125,0.85082875,27.22652,0.0001324375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,19,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.297262,30.352035,0.94850109375,0.8421215625,26.94789,0.00014321875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,20,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.41411,30.568933,0.95527915625,0.84511471875,27.043671,0.00013546875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,21,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.369961,30.460511,0.95189096875,0.8430333125,26.977066,0.00014190625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,22,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.329014,30.456311,0.95175971875,0.84426675,27.016536,0.000139875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,23,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.305096,30.451681,0.95161503125,0.84499121875,27.039719,0.0001341875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,24,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.276093,30.499674,0.9531148125,0.8428740625,26.97197,0.0001365625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,25,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.409509,30.777024,0.961782,0.8517995625,27.257586,0.00013859375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,26,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.318043,30.282502,0.9463281875,0.83923959375,26.855667,0.0001365,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,27,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.389914,30.809658,0.9628018125,0.85342621875,27.309639,0.0001379375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,28,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.711397,30.806739,0.96271059375,0.842707,26.966624,0.00015290625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,29,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.755977,30.929813,0.96655665625,0.845317625,27.050164,0.00014721875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,30,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.534595,30.501363,0.95316759375,0.839179875,26.853756,0.000139125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,31,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.39651,30.717443,0.95992009375,0.85028696875,27.209183,0.00015221875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,32,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.409749,30.438231,0.95119471875,0.8412144375,26.918862,0.00013525,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,33,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.321865,30.695618,0.9592380625,0.85181884375,27.258203,0.0001441875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,34,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.426483,30.543673,0.95448978125,0.8439818125,27.007418,0.000144125,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,35,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.40382,30.40193,0.9500603125,0.83527909375,26.728931,0.0001445625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,36,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.442187,30.80142,0.962544375,0.8514561875,27.246598,0.00014240625,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,37,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.472764,30.391699,0.94974059375,0.8377574375,26.808238,0.0001391875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,38,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.352815,30.689878,0.9590586875,0.8509120625,27.229186,0.0001409375,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,39,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.253586,30.375693,0.94924040625,0.84425590625,27.016189,0.00013671875,450.01318359375
run1_baseline,"Single task, single decoder — heartrate regression, seq_len=512",32,40,heartrate,"heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate,heartrate",3.27988,30.755043,0.96109509375,0.85521796875,27.366975,0.000139375,450.01318359375
