Timestamp,ArrivalTime,TotalTime(ms),WaitTime(ms),DecodeTime(ms),InferTime(ms),ServerComputeTime(ms),TotalServer(ms),Total
1759168050.898914,1759168051.1519182,308.79926681518555,13.594627380371094,0.2357959747314453,33.8139533996582,34.04974937438965,47.88351058959961,51.32699012756348
1759168051.2084107,1759168051.2179945,42.29116439819336,3.7009716033935547,0.25916099548339844,21.929025650024414,22.188186645507812,26.17788314819336,27.806997299194336
1759168051.2509227,1759168051.2603006,36.1783504486084,2.498149871826172,0.25010108947753906,21.55470848083496,21.8048095703125,24.552345275878906,26.975393295288086
1759168051.288098,1759168051.2990294,42.052507400512695,2.897500991821289,0.24580955505371094,21.65508270263672,21.90089225769043,25.044679641723633,26.26514434814453
1759168051.3304026,1759168051.338651,36.904096603393555,2.4864673614501953,0.24437904357910156,21.353721618652344,21.598100662231445,24.328231811523438,27.068614959716797
1759168051.3678691,1759168051.375345,36.582231521606445,4.24957275390625,0.24127960205078125,21.48580551147461,21.72708511352539,26.10158920288086,27.213096618652344
1759168051.4059682,1759168051.4072928,44.882774353027344,11.224985122680664,0.2429485321044922,21.361351013183594,21.604299545288086,32.86862373352051,33.59842300415039
1759168051.4509954,1759168051.4566967,34.05356407165527,0.6566047668457031,0.2472400665283203,21.420001983642578,21.6672420501709,22.599220275878906,24.24311637878418
1759168051.4851882,1759168051.4864867,43.0295467376709,9.71674919128418,0.2391338348388672,21.567821502685547,21.806955337524414,31.56447410583496,32.302141189575195
1759168051.5284023,1759168051.5350177,35.9644889831543,0.13828277587890625,0.2434253692626953,25.09593963623047,25.339365005493164,25.8176326751709,27.04310417175293
1759168051.56459,1759168051.5740168,38.45405578613281,3.652811050415039,0.2510547637939453,21.997928619384766,22.24898338317871,26.112079620361328,27.241945266723633
1759168051.604518,1759168051.6058147,40.43984413146973,11.232376098632812,0.35572052001953125,21.57115936279297,21.9268798828125,33.19668769836426,33.922433853149414
1759168051.6450994,1759168051.6519823,40.89713096618652,4.044055938720703,0.2429485321044922,21.535158157348633,21.778106689453125,25.995254516601562,28.23925018310547
1759168051.6861377,1759168051.68749,33.521175384521484,7.348060607910156,0.24080276489257812,21.92234992980957,22.16315269470215,29.63995933532715,30.492067337036133
1759168051.7201643,1759168051.7284377,47.07837104797363,5.498170852661133,0.24962425231933594,21.467924118041992,21.717548370361328,27.340412139892578,28.584718704223633
1759168051.7673843,1759168051.7720788,33.66279602050781,0.1556873321533203,0.25272369384765625,21.43549919128418,21.688222885131836,22.148609161376953,23.796558380126953
1759168051.8011804,1759168051.802481,34.90042686462402,8.402585983276367,0.24247169494628906,21.523714065551758,21.766185760498047,30.20930290222168,30.95269203186035
1759168051.8362272,1759168051.8466554,44.70539093017578,2.435922622680664,0.2422332763671875,21.48914337158203,21.73137664794922,24.335861206054688,25.355815887451172
1759168051.8811233,1759168051.8870656,32.09209442138672,0.2510547637939453,0.24580955505371094,21.451234817504883,21.697044372558594,22.2170352935791,23.806333541870117
1759168051.9133966,1759168051.9247892,41.20278358459473,1.5320777893066406,0.2467632293701172,21.476268768310547,21.723031997680664,23.49543571472168,24.57261085510254
1759168051.9547386,1759168051.9560404,45.48954963684082,8.9874267578125,0.24580955505371094,21.56853675842285,21.814346313476562,30.84588050842285,31.574487686157227
1759168052.0007148,1759168052.0036533,35.834312438964844,0.019311904907226562,0.240325927734375,21.56376838684082,21.804094314575195,22.16815948486328,23.581981658935547
1759168052.0366883,1759168052.0425162,31.566143035888672,0.156402587890625,0.2357959747314453,21.453142166137695,21.68893814086914,22.155284881591797,23.448467254638672
1759168052.0683925,1759168052.079231,42.55557060241699,2.2306442260742188,0.24843215942382812,21.446704864501953,21.69513702392578,24.201631546020508,25.341033935546875
1759168052.1110303,1759168052.1148703,34.44790840148926,4.975557327270508,0.23889541625976562,21.4383602142334,21.677255630493164,26.822566986083984,27.83799171447754
1759168052.145633,1759168052.1469414,48.476457595825195,11.64555549621582,0.2505779266357422,21.42190933227539,21.672487258911133,33.36215019226074,34.11412239074707
1759168052.1942527,1759168052.1972601,33.51855278015137,0.018596649169921875,0.24318695068359375,21.44145965576172,21.684646606445312,22.04418182373047,23.409605026245117
1759168052.2279065,1759168052.2334843,33.49041938781738,2.2618770599365234,0.23937225341796875,21.547555923461914,21.786928176879883,24.283647537231445,25.462627410888672
1759168052.261603,1759168052.2680812,38.82193565368652,6.377458572387695,0.25153160095214844,21.52705192565918,21.778583526611328,28.328895568847656,29.48594093322754
1759168052.3069403,1759168052.3124678,31.606674194335938,0.062465667724609375,0.23603439331054688,21.289825439453125,21.525859832763672,21.929264068603516,23.67854118347168
1759168052.3386874,1759168052.3400333,47.15132713317871,11.211395263671875,0.24557113647460938,21.597623825073242,21.84319496154785,33.17379951477051,34.0120792388916
1759168052.385977,1759168052.3896456,32.47356414794922,0.042438507080078125,0.25010108947753906,21.329641342163086,21.579742431640625,21.97265625,23.98967742919922
1759168052.418605,1759168052.4199626,43.07293891906738,8.519649505615234,0.24771690368652344,21.637439727783203,21.885156631469727,30.52687644958496,31.41927719116211
1759168052.4618177,1759168052.4670146,32.38105773925781,0.1552104949951172,0.23937225341796875,21.420717239379883,21.66008949279785,22.118568420410156,23.67091178894043
1759168052.4955947,1759168052.5039113,43.10154914855957,1.5995502471923828,0.2396106719970703,21.484851837158203,21.724462509155273,23.536205291748047,24.846792221069336
1759168052.5388327,1759168052.5441527,29.291152954101562,0.1518726348876953,0.25010108947753906,21.493196487426758,21.743297576904297,22.195100784301758,23.491382598876953
