backbone,decoder,encoder,adapter,dataset_name,device,task_name,metric,result,backbone memory,decoder memory,train time,train mem peak,train energy,inference time,inference mem peak,inference energy
chronos-t5-mini,mlp_chronosmini_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.7783361250697934,50.142208,50.34496,28894.2421875,957.552128,6963.096,7.584116293024843,78.3774718570631,0.5183313791178112
chronos-t5-small,mlp_chronossmall_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.7833612506979342,101.56544,101.833728,43248.90234375,1021.746688,11301.626,10.806368733570604,130.2599678570631,0.8644031267448353
chronos-t5-base,mlp_chronosbase_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.7878280290340591,429.407232,429.806592,118297.9609375,1801.918976,35405.948,29.118376115791495,472.4403198570631,2.1561136236739253
chronos-t5-large,mlp_chronoslarge_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.8137911781127861,1427.183616,1427.714048,295982.3125,3256.418816,98516.575,86.5301205556796,1487.8320568531547,5.7407481853713005
papagei_s,mlp_papageis_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.903964265773311,33.204224,33.472512,18497.0625,204.71808,2180.656,6.151598166913576,41.02399985706309,0.37222026800670016
papagei_p,mlp_papageip_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.69821328866555,30.029824,30.298112,17839.7890625,201.54368,2115.67,5.591942959827527,37.84959985706309,0.3179718034617532
papagei_s_svri,mlp_papageissvri_gesture_class,,,UWaveGestureLibraryAll,cuda:0,gesture classification,accuracy,0.9209938581797878,30.029824,30.298112,17819.8984375,201.54368,2099.06,5.606670099952779,37.84959985706309,0.33203015075376885
chronos-t5-base,mlp_chronosbase_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.7172047323731197,429.407232,731.987968,22332.98046875,1948.440576,7019.446,30.624694720658727,776.4445056809222,2.2156712532539977
chronos-t5-small,mlp_chronossmall_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.8261823396262122,101.56544,303.286272,10426.38671875,1117.970432,2740.901,11.73951932638274,333.1793581078468,0.9035734473782076
chronos-t5-mini,mlp_chronosmini_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5750964892363651,50.142208,201.433088,7396.27197265625,814.430208,1819.544,8.274780510348783,230.25429839494234,0.6427229453328376
chronos-t5-tiny,mlp_chronostiny_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5781709630486268,25.309184,126.170112,5196.55810546875,538.151936,1095.892,4.298020650835984,143.74226807288954,0.39436965414652286
chronos-t5-large,mlp_chronoslarge_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.5492746350833501,1427.183616,1830.624256,56516.73046875,3452.187648,18439.391,88.63574552979333,1892.094679538862,5.7385775381182595
MOMENT-1-large,mlp_momentlarge_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.22808222182845408,1441.6384,1491.971072,29105.12890625,1704.462336,8522.223,28.676666972627423,1496.4386857508368,2.261495723317218
MOMENT-1-base,mlp_momentbase_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.23292693849819165,464.174592,501.924352,11648.0849609375,663.6416,2941.82,9.613148058688786,505.2123421227222,0.9444514689475642
MOMENT-1-small,mlp_momentsmall_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.21938321473704445,161.092608,186.259456,6052.05078125,295.77728,1026.5,4.849033972462476,188.07291049460767,0.2804068426924507
papagei_s,mlp_papageis_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.9405164384169654,33.204224,33.598464,11897.1357421875,86.724096,1190.365,6.129855538265729,41.511072130903685,0.32445072517664564
papagei_p,mlp_papageip_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,1.4096899482017615,30.029824,30.424064,11285.0263671875,83.549696,1134.85,5.561420162267603,38.336672130903686,0.3047322424693194
papagei_s_svri,mlp_papageissvri_forecasting,,,ETTh1,cuda:0,ETTh1 forecasting,mae,0.50544540269389,30.029824,30.424064,11328.3193359375,83.549696,1144.229,5.585234684587722,38.336672130903686,0.31475455559687615
chronos-t5-base,mlp_chronosbase_forecasting,,,weather,cuda:0,weather forecasting,mae,0.29915711545426144,420.18304,722.763776,110914.90625,1950.144512,33213.971,30.733713001830726,775.493991557789,2.2174171820641666
chronos-t5-small,mlp_chronossmall_forecasting,,,weather,cuda:0,weather forecasting,mae,0.3577890865432127,100.82816,302.548992,53929.39453125,1117.970432,13168.313,11.767072232293954,332.811073855431,0.9327044839582528
chronos-t5-mini,mlp_chronosmini_forecasting,,,weather,cuda:0,weather forecasting,mae,0.30548338266039393,50.093056,201.383936,40462.05859375,814.954496,9015.544,8.311806524587867,230.2053637046772,0.6624835717046773
chronos-t5-tiny,mlp_chronostiny_forecasting,,,weather,cuda:0,weather forecasting,mae,0.3161406923084736,25.309184,126.170112,38594.6328125,538.151936,6389.233,4.318010661378071,143.03124508697334,0.4134487823734055
chronos-t5-large,mlp_chronoslarge_forecasting,,,weather,cuda:0,weather forecasting,mae,0.30192349669816365,1426.446336,1829.886976,267748.09375,3452.187648,85588.926,88.8546745932881,1892.0952779157326,5.725466950135292
MOMENT-1-large,mlp_momentlarge_forecasting,,,weather,cuda:0,weather forecasting,mae,0.02709810262602839,1441.6384,1491.971072,144111.328125,1705.510912,40275.144,28.746179848321855,1496.4387584692695,2.2737417858523385
MOMENT-1-base,mlp_momentbase_forecasting,,,weather,cuda:0,weather forecasting,mae,0.027118303844528957,463.47008,501.21984,64861.2265625,662.855168,14576.007,9.618826469952968,504.5078848024739,0.9581731735601082
MOMENT-1-small,mlp_momentsmall_forecasting,,,weather,cuda:0,weather forecasting,mae,0.027228495538107234,160.355328,185.522176,49214.859375,295.77728,5968.736,4.862887606272423,187.3356671356784,0.2971255315036722
papagei_s,mlp_papageis_forecasting,,,weather,cuda:0,weather forecasting,mae,0.07721629898147936,31.762432,32.156672,103814.4765625,86.724096,8793.674,6.307843829933907,40.069919517587934,0.35629503285659064
papagei_p,mlp_papageip_forecasting,,,weather,cuda:0,weather forecasting,mae,0.07272839250686179,28.588032,28.982272,99646.8203125,83.549696,8434.891,5.532051191672792,36.895519517587935,0.30283020873598765
papagei_s_svri,mlp_papageissvri_forecasting,,,weather,cuda:0,weather forecasting,mae,0.06317212306395735,28.588032,28.982272,100122.71875,83.549696,8426.709,5.533429975070961,36.895519517587935,0.30233494395052185
chronos-t5-base,mlp_chronosbase_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.6803535156349376,428.440576,731.021312,14189.2001953125,1949.751296,4054.614,30.701365980087903,775.4914183529412,2.236528657616893
chronos-t5-small,mlp_chronossmall_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.3684553832489001,100.82816,302.548992,7220.82080078125,1117.970432,1628.921,11.765919086979885,332.8097801266968,0.9241025641025641
chronos-t5-mini,mlp_chronosmini_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.425990426984508,50.093056,201.383936,5346.71826171875,814.954496,1134.673,8.292838628115877,230.20484459728507,0.6546176470588235
chronos-t5-tiny,mlp_chronostiny_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.5959107665343144,25.309184,126.170112,5024.76123046875,538.151936,806.618,4.311471736269299,143.03089867873302,0.40102262443438913
chronos-t5-large,mlp_chronoslarge_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.6307058015100768,1426.446336,1829.886976,34416.1328125,3452.187648,10614.88,88.86845042371102,1892.0938485188537,5.7634321266968325
MOMENT-1-large,mlp_momentlarge_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.4002387445294759,1441.6384,1491.971072,18617.3125,1705.510912,4913.702,28.84950837326625,1496.438584760181,2.3119434389140268
MOMENT-1-base,mlp_momentbase_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.39812404754380354,463.47008,501.21984,8472.662109375,662.855168,1804.456,9.617005866037774,504.5077541840121,0.9693408748114631
MOMENT-1-small,mlp_momentsmall_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.40876913037718227,160.355328,185.522176,6441.25830078125,295.77728,736.569,4.834820944079806,187.33557960784313,0.29127450980392156
papagei_s,mlp_papageis_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.685503130396948,31.762432,32.156672,13251.5517578125,86.724096,1110.496,6.076798525690853,40.06839215686274,0.28529411764705886
papagei_p,mlp_papageip_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,1.9067823224495655,28.588032,28.982272,12586.1953125,83.549696,1051.313,5.487331085794832,36.893992156862744,0.26819607843137255
papagei_s_svri,mlp_papageissvri_forecasting,,,exchange,cuda:0,Exchange rate forecasting,mae,0.6621562378515974,28.588032,28.982272,12765.7568359375,83.549696,1061.78,5.488224436255062,36.893992156862744,0.26757993966817495
chronos-t5-base,mlp_chronosbase_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.43348061155830786,428.440576,731.021312,69814.96875,1949.74208,19201.284,30.766297177276943,775.4922453880449,2.2479727756954033
chronos-t5-small,mlp_chronossmall_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4620137624444371,100.82816,302.548992,43078.09375,1117.961216,9006.712,11.772819075412265,332.81090169106335,0.9330169658709805
chronos-t5-mini,mlp_chronosmini_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4609509413499777,50.093056,201.383936,35002.671875,814.94528,6580.638,8.308759688766639,230.20528424856974,0.6712817123693036
chronos-t5-tiny,mlp_chronostiny_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4889207279701433,25.309184,126.170112,34170.86328125,538.14272,4694.663,4.3160717224411576,143.03119206470703,0.4106914578812389
chronos-t5-large,mlp_chronoslarge_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4323041933436042,1426.446336,1829.886976,158385.609375,3452.178432,46641.534,89.07137344489792,1892.0950591280332,5.776019135924245
MOMENT-1-large,mlp_momentlarge_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.4315691818118437,1441.6384,1491.971072,106272.4609375,1706.025984,24722.072,28.861635196465294,1496.4387318808444,2.3122499506806076
MOMENT-1-base,mlp_momentbase_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.47097002721617415,463.47008,501.21984,62931.4296875,662.42816,10329.691,9.630590240921018,504.5078648096271,0.9693049911225093
MOMENT-1-small,mlp_momentsmall_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.43689913646962525,160.355328,185.522176,47507.90234375,295.243776,4812.763,4.845751675564196,187.33565373840995,0.3092521207338726
papagei_s,mlp_papageis_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.7849348116635856,31.762432,32.156672,100284.09375,77.43232,8238.284,6.180050022575272,40.0696857352535,0.377926612744131
papagei_p,mlp_papageip_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.8075599577431148,28.588032,28.982272,95439.3046875,74.25792,7834.403,5.573747544204914,36.895285735253495,0.3119672519234563
papagei_s_svri,mlp_papageissvri_forecasting,,,ecl,cuda:0,electricity consumption forecasting,mae,0.7918072924651561,28.588032,28.982272,95079.3515625,74.25792,7892.588,5.5510958797434515,36.895285735253495,0.2925989347011245
chronos-t5-base,mlp_chronosbase_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.41041082217035507,428.440576,731.021312,90611.1640625,1949.737472,18925.512,30.742985538808128,775.4920538607175,2.2436264697015376
chronos-t5-small,mlp_chronossmall_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4714048036106731,100.82816,302.548992,57298.3828125,1117.956608,10105.885,11.771771390142662,332.81071032378657,0.9335709978896594
chronos-t5-mini,mlp_chronosmini_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4448187396022311,50.093056,201.383936,39595.609375,814.940672,6990.577,8.324517535559556,230.20520198251432,0.6949927645462767
chronos-t5-tiny,mlp_chronostiny_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4507101121908348,25.309184,126.170112,41387.25,538.138112,5351.477,4.31951924810792,143.03113716731986,0.4153786554115164
chronos-t5-large,mlp_chronoslarge_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.4136718898990701,1426.446336,1829.886976,146966.671875,3452.173824,37449.365,89.00341875538037,1892.0948326029543,5.778943322279168
MOMENT-1-large,mlp_momentlarge_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.3760614480541043,1441.6384,1491.971072,139989.984375,1704.448512,23357.12,28.84951784526651,1496.4387043521253,2.3125390413023816
MOMENT-1-base,mlp_momentbase_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.39905960981945104,463.47008,501.21984,82128.5,661.137408,9343.641,9.616026909695643,504.5078441097377,0.9687772083207719
MOMENT-1-small,mlp_momentsmall_forecasting,,,traffic,cuda:0,traffic forecasting,mae,0.3954742115338745,160.355328,185.522176,63204.6171875,294.977024,5924.661,4.852317043122737,187.33563986735,0.2923741332529394
papagei_s,mlp_papageis_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.2046561709132741,31.762432,32.156672,130977.40625,72.787456,10808.453,6.133226824051147,40.06944368525776,0.32295839614109134
papagei_p,mlp_papageip_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.2074314171582288,28.588032,28.982272,124982.1953125,69.613056,10311.466,5.532943417805305,36.89504368525776,0.29561983720229124
papagei_s_svri,mlp_papageissvri_forecasting,,,traffic,cuda:0,traffic forecasting,mae,1.080097469574639,28.588032,28.982272,125468.765625,69.613056,10358.45,5.5347032315550635,36.89504368525776,0.2830422068133856
